Main_Title,Sub_Title,Venue,Fees,Date,Links
Process Safety Management,Improving Safety Performance,Dubai,"$5,950",13 - 17 Apr 2026,https://glomacs.com/training-course/process-safety-management
Process Safety Management,Improving Safety Performance,Online,"$3,950",13 - 17 Apr 2026,https://glomacs.com/training-course/process-safety-management
Intelligent Felt Leadership,Leadership through Visibility — Driving Safety Culture and Team Engagement,Amsterdam,"$5,950",13 - 17 Apr 2026,https://glomacs.com/training-course/intelligent-felt-leadership
Advanced Management of Environmental Service,Innovative Approaches to Environmental Service Leadership,Dubai,"$5,950",20 - 24 Apr 2026,https://glomacs.com/training-course/advance-management-of-environmental-service
IMO Model Training Course on OPRC: Level 3 - Senior Managers and Administrators,,Dubai,"$5,950",20 - 24 Apr 2026,https://glomacs.com/training-course/imo-model-training-course-on-oprc-level-3-senior-managers-and-administrators
Safety in Process Equipment Design & Operation,Risk Minimization Approach,Dubai,"$5,950",20 - 24 Apr 2026,https://glomacs.com/training-course/safety-in-process-equipment-design-operation
IMO Model Training Course on OPRC: Level 3 - Senior Managers and Administrators,,Online,"$3,950",20 - 24 Apr 2026,https://glomacs.com/training-course/imo-model-training-course-on-oprc-level-3-senior-managers-and-administrators
The Art of Advanced Communication for Healthcare Professionals,"Communication, Persuasion, and Influence with a Focus on Emotional Intelligence",Dubai,"$5,950",20 - 24 Apr 2026,https://glomacs.com/training-course/the-art-of-advanced-communication-for-healthcare-professionals
Developing and Sustaining an Effective Safety Culture,Delivering our Safety Visions and Beliefs,London,"$5,950",20 - 24 Apr 2026,https://glomacs.com/training-course/developing-and-sustaining-an-effective-safety-culture
Carbon Management,Carbon & GHG Footprinting and Net Zero Emission,Dubai,"$5,950",20 - 24 Apr 2026,https://glomacs.com/training-course/carbon-management-ghg-footprinting-net-zero-emission
Fire Fighting System Training for Operators and Technicians,,Dubai,"$5,950",27 Apr - 01 May 2026,https://glomacs.com/training-course/fire-fighting-system-training-operators-and-technicians
IMO Model Training Course on OPRC: Level 1 - First Responders,,Dubai,"$5,950",27 Apr - 01 May 2026,https://glomacs.com/training-course/imo-model-training-course-on-oprc-level-1-first-responders
Managing Subcontractors,Creating the Framework for Contracting Effectiveness,Dubai,"$5,950",27 Apr - 01 May 2026,https://glomacs.com/training-course/managing-subcontractors
Brownfield Site Restoration and Remediation,"Technologies for Cleaning up, Redeveloping, and Planned Reuse of Brownfields and Other Contaminated Sites",Dubai,"$5,950",27 Apr - 01 May 2026,https://glomacs.com/training-course/brownfield-site-restoration-remediation
Road Safety Auditor Team Leader Certification,Accepting Your Leadership Potential through Your Knowledge,Dubai,"$5,950",27 Apr - 01 May 2026,https://glomacs.com/training-course/road-safety-auditor-team-leader-certification
Green Worker,"Mastering Green Work Strategies, Practices, and Competencies",Dubai,"$5,950",27 Apr - 01 May 2026,https://glomacs.com/training-course/green-worker
Management Systems Auditor Training,"Quality, Environmental and Health & Safety Auditing",Dubai,"$5,950",27 Apr - 01 May 2026,https://glomacs.com/training-course/management-systems-auditor-trainingbr-quality-environmental-and-health-and-safety-auditing
Operational Safety Management for Oil & Gas Professionals,Continuing Safe Operations,London,"$5,950",04 - 08 May 2026,https://glomacs.com/training-course/operational-safety-management-for-oil-gas-professionals
Accident and Injury Prevention for Petroleum Workers,"Developing Skills and Knowledge to Identify, Reduce, and Eliminate Oil and Gas-Related Hazards",Edinburgh,"$5,950",04 - 08 May 2026,https://glomacs.com/training-course/accident-and-injury-prevention-for-petroleum-workers
Best Practices for Optimizing Warehouse Safety,Keeping Warehouse Workers Injury Free,London,"$5,950",04 - 08 May 2026,https://glomacs.com/training-course/best-practices-for-optimizing-warehouse-safety
Major Emergency Response Management,"Planning, Leadership & Communication",London,"$5,950",04 - 08 May 2026,https://glomacs.com/training-course/major-emergency-response-management
Storage & Handling of Toxic Chemicals and Hazardous Materials,Effective Management and Monitoring of Safe Operating Procedures,Abu Dhabi,"$5,950",04 - 08 May 2026,https://glomacs.com/training-course/storage-handling-of-toxic-chemicals-and-hazardous-materials
Climate Change: Economics & Governance,How Achieving the Economic Growth while Solving the Climate Change issues through Correct Governance,Dubai,"$5,950",04 - 08 May 2026,https://glomacs.com/training-course/climate-change-economics-governance
"Risk Assessments, Method Statements and Quality Plans",Mitigating the Consequences of Related Risk Events through Documented Control Options,London,"$5,950",04 - 08 May 2026,https://glomacs.com/training-course/risk-assessments-method-statements-and-quality-plans
Alarm Management,The High Performance of Human Machine Interface,Dubai,"$5,950",04 - 08 May 2026,https://glomacs.com/training-course/alarm-management
Traffic Impact Analysis,Explore the Transportation and Land Use Interaction,Dubai,"$5,950",11 - 15 May 2026,https://glomacs.com/training-course/traffic-impact-analysis
Offshore Safety & Risk Management Systems,Improving Safety Increases Profits,Online,"$3,950",11 - 15 May 2026,https://glomacs.com/training-course/offshore-safety-risk-management-systems
Traffic Impact Analysis,Explore the Transportation and Land Use Interaction,Online,"$3,950",11 - 15 May 2026,https://glomacs.com/training-course/traffic-impact-analysis
Marine Reliability and Safety Management Techniques,Implementation of the Principals of Marine Safety Management leads to a Reliable Maritime Industry,Dubai,"$5,950",11 - 15 May 2026,https://glomacs.com/training-course/marine-reliability-and-safety-management-techniques
Comprehensive SIPROTEC 5 Protection,,Dubai,"$5,950",11 - 15 May 2026,https://glomacs.com/training-course/comprehensive-siprotec-5-protection
Concrete Quality Control on Hot Climate,Project Management for the Best Quality Control of Concrete,Dubai,"$5,950",11 - 15 May 2026,https://glomacs.com/training-course/concrete-quality-control-on-hot-climate
Offshore Safety & Risk Management Systems,Improving Safety Increases Profits,Dubai,"$5,950",11 - 15 May 2026,https://glomacs.com/training-course/offshore-safety-risk-management-systems
Low Carbon Development,"Empowering Sustainability: A Comprehensive Journey through Low Carbon Development Strategies, Renewable Energy, and Energy Efficiency",Dubai,"$5,950",18 - 22 May 2026,https://glomacs.com/training-course/low-carbon-development
Business and Climate Change,Towards Net Zero Emission,Dubai,"$5,950",18 - 22 May 2026,https://glomacs.com/training-course/business-and-climate-change
ISO 50001: Energy Management Systems,Meeting International Standards in Energy Management,Dubai,"$5,950",18 - 22 May 2026,https://glomacs.com/training-course/iso-50001-energy-management-systems-meeting-international-standards-in-energy-management
The Oxford Adaptive Leadership for Healthcare Management,"Improving Delegation, Managing Resources and Expectations, and Increasing Efficiency",Dubai,"$5,950",18 - 22 May 2026,https://glomacs.com/training-course/the-oxford-adaptive-leadership-for-healthcare-management
Behavioural Based Safety,Safe Person – Safe Workplace,Al Ain,"$5,950",18 - 22 May 2026,https://glomacs.com/training-course/behavioural-based-safety
"Advanced Principles in Ports & Marine Terminals Management, Operations & Safety",,Dubai,"$11,900",18 - 29 May 2026,https://glomacs.com/training-course/advanced-principles-in-ports-marine-terminals-management-operations-safety
Understanding Scope 3 Emissions,Approaches to address and control indirect emissions,Dubai,"$5,950",01 - 05 Jun 2026,https://glomacs.com/training-course/understanding-scope-3-emissions
Managing Project Risks in the Oil & Gas Industry,Minimising Uncertainties in Highly Complex Environments,Dubai,"$5,950",01 - 05 Jun 2026,https://glomacs.com/training-course/managing-project-risks-in-the-oil-and-gas-industry
Better Energy Management with Transition Engineering,Using Transition Engineering to Improve Energy Performance,Dubai,"$5,950",01 - 05 Jun 2026,https://glomacs.com/training-course/better-energy-management-with-transition-engineering
Brownfield Site Restoration and Remediation,"Technologies for Cleaning up, Redeveloping, and Planned Reuse of Brownfields and Other Contaminated Sites",Abu Dhabi,"$5,950",01 - 05 Jun 2026,https://glomacs.com/training-course/brownfield-site-restoration-remediation
Navigating Environmental Challenges,"Strategies for Management, Risk Assessment, Waste, and Green Practices",Dubai,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/navigating-environmental-challenges
Behavioural Based Safety,Safe Person – Safe Workplace,Dubai,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/behavioural-based-safety
Advanced Health and Safety for Healthcare Professionals,,Dubai,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/advanced-health-and-safety-for-healthcare-professionals
Energy and Climate Change,Decarbonizing Energy Economies with Renewable Energy,Dubai,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/energy-climate-change
Advanced Accident Investigation & Reporting,“If You Think Safety Is Expensive – Try an Accident”,Kigali,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/advanced-accident-investigation-reporting
Safety Technology & Risk Management,"Adopting a Systematic Approach to Risk Identification, Assessment and Management",Kigali,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/safety-technology-and-risk-management
Advanced Health & Safety Management,Managing Risks to Protect People,Dubai,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/advanced-health-safety-management
Safety Case Development & Application,"Excellence in Safety Case Design, Planning & Execution",Dubai,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/safety-case-development-application
Energy and Climate Change,Decarbonizing Energy Economies with Renewable Energy,Online,"$3,950",08 - 12 Jun 2026,https://glomacs.com/training-course/energy-climate-change
"Carbon Capture, Utilization and Storage (CCUS)",Reducing Carbon Footprints through Advanced Technologies,London,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/carbon-capture-utilization-and-storage-ccus
Waste Management and Circular Economy,Contemporary Approach and New Trends,Dubai,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/waste-management-and-circular-economy
Global Environmental Law and Governance,Challenges and Practical Solutions,London,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/global-environmental-law-governance
Laboratory Testing and Management,Keeping Up to Date with Contemporary Testing Requirements,Dubai,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/laboratory-testing-and-management-keeping-up-to-date-with-contemporary-testing-requirements
"Risk Assessments, Method Statements and Quality Plans",Mitigating the Consequences of Related Risk Events through Documented Control Options,Dubai,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/risk-assessments-method-statements-and-quality-plans
Developing and Sustaining an Effective Safety Culture,Delivering our Safety Visions and Beliefs,Dubai,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/developing-and-sustaining-an-effective-safety-culture
Sustainability and Carbon Accounting Masterclass,Enabling Inhouse Sustainability Report Generation,London,"$5,950",15 - 19 Jun 2026,https://glomacs.com/training-course/sustainability-and-carbon-accounting-masterclass
Construction HSE Hazards,"Site Hazardous Work, Safeguards & Controls",Dubai,"$5,950",15 - 19 Jun 2026,https://glomacs.com/training-course/construction-hse-hazards
Certified Fire Protection Specialist,Introduction to Fire Protection Principles and Practices,Dubai,"$5,950",15 - 19 Jun 2026,https://glomacs.com/training-course/certified-fire-protection-specialist
The Art of Advanced Communication for Healthcare Professionals,"Communication, Persuasion, and Influence with a Focus on Emotional Intelligence",Dubai,"$5,950",15 - 19 Jun 2026,https://glomacs.com/training-course/the-art-of-advanced-communication-for-healthcare-professionals
Circular Economy for Sustainable Built Environment,Bringing Circularity to Build Environment and Make It,London,"$5,950",15 - 19 Jun 2026,https://glomacs.com/training-course/circular-economy-for-sustainable-built-environment
Explosive Safety Area Management (ESAM),,Tabuk,"$5,950",15 - 19 Jun 2026,https://glomacs.com/training-course/explosive-safety-area-management-esam
Environmental and Social Impact Assessment,Better Assessment for Successful Business,Dubai,"$5,950",22 - 26 Jun 2026,https://glomacs.com/training-course/environmental-social-impact-assessment
Leadership Training for HSE Compliance Officers,Developing the Next Generation of HSE Compliance Leaders,London,"$5,950",22 - 26 Jun 2026,https://glomacs.com/training-course/leadership-training-for-hse-compliance-officers
Green Office Management,Improving Efficiency and Reducing Impact Through Sustainable Business Practices,Dubai,"$5,950",22 - 26 Jun 2026,https://glomacs.com/training-course/green-office-management
Best Practices for Optimizing Warehouse Safety,Keeping Warehouse Workers Injury Free,Dubai,"$5,950",22 - 26 Jun 2026,https://glomacs.com/training-course/best-practices-for-optimizing-warehouse-safety
Construction Quality Control on Site,A Practical Approach to Solve Construction Problems,Dubai,"$5,950",22 - 26 Jun 2026,https://glomacs.com/training-course/construction-quality-control-on-site
Advanced Accident Investigation & Reporting,“If You Think Safety Is Expensive – Try an Accident”,Dubai,"$5,950",22 - 26 Jun 2026,https://glomacs.com/training-course/advanced-accident-investigation-reporting
Hazardous Waste Management and Pollution,Contamination & Hazardous Waste - Management & Prevention,Dubai,"$5,950",22 - 26 Jun 2026,https://glomacs.com/training-course/hazardous-waste-management-and-pollution
IED Protection Tools and Cyber Security,Defending Against Attacks on the Power Grid,Dubai,"$5,950",22 - 26 Jun 2026,https://glomacs.com/training-course/ied-protection-tools-and-cyber-security
Construction Quality Control on Site,A Practical Approach to Solve Construction Problems,Online,"$3,950",22 - 26 Jun 2026,https://glomacs.com/training-course/construction-quality-control-on-site
Advanced Accident Investigation & Reporting,“If You Think Safety Is Expensive – Try an Accident”,Online,"$3,950",22 - 26 Jun 2026,https://glomacs.com/training-course/advanced-accident-investigation-reporting
Integrated Quality Management Systems (QMS) and Implementing Hazardous Waste Concepts,"Effective Implementation of ISO 9001,14001 and 45001 Standards incorporating Waste Management Principles",Dubai,"$11,900",22 Jun - 03 Jul 2026,https://glomacs.com/training-course/integrated-quality-management-systems-qms-and-implementing-hazardous-waste-concepts
"Implementation of Quality, Environmental and Health & Safety Management Systems","Developing, Implementing and Assessing Management Systems for Continual Improvement of the Organisation",Dubai,"$5,950",29 Jun - 03 Jul 2026,https://glomacs.com/training-course/implementation-of-quality-environmental-and-health-safety-management-systems
IMO Model Training Course on OPRC: Level 1 - First Responders,,Amsterdam,"$5,950",29 Jun - 03 Jul 2026,https://glomacs.com/training-course/imo-model-training-course-on-oprc-level-1-first-responders
The Oxford Adaptive Leadership for Healthcare Management,"Improving Delegation, Managing Resources and Expectations, and Increasing Efficiency",Milan,"$5,950",29 Jun - 03 Jul 2026,https://glomacs.com/training-course/the-oxford-adaptive-leadership-for-healthcare-management
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,,London,"$5,950",29 Jun - 03 Jul 2026,https://glomacs.com/training-course/imo-model-training-course-on-oprc-level-2-supervisors-and-on-scene-commanders
Advanced Safety Leadership,Reducing Errors & Influencing Safety Behaviour,Online,"$3,950",06 - 10 Jul 2026,https://glomacs.com/training-course/advanced-safety-leadership
Working at Height,"Safety, Risk Management, and Fall Protection Strategies",Dubai,"$5,950",06 - 10 Jul 2026,https://glomacs.com/training-course/working-at-height
Behavioural Based Safety,Safe Person – Safe Workplace,Dubai,"$5,950",06 - 10 Jul 2026,https://glomacs.com/training-course/behavioural-based-safety
Traffic Accident Investigation,How to Identify and Collect Evidences,Dubai,"$5,950",06 - 10 Jul 2026,https://glomacs.com/training-course/traffic-accident-investigation
Traffic Accident Investigation,How to Identify and Collect Evidences,Online,"$3,950",06 - 10 Jul 2026,https://glomacs.com/training-course/traffic-accident-investigation
Advanced Safety Leadership,Reducing Errors & Influencing Safety Behaviour,London,"$5,950",06 - 10 Jul 2026,https://glomacs.com/training-course/advanced-safety-leadership
Process Safety Management,Improving Safety Performance,Dubai,"$5,950",06 - 10 Jul 2026,https://glomacs.com/training-course/process-safety-management
Functional Safety & Cybersecurity,Safeguarding and Protecting People and Resources,Dubai,"$5,950",06 - 10 Jul 2026,https://glomacs.com/training-course/functional-safety-cybersecurity
Mini MBA for HSE Professionals,Previously advertised as 'The 10-Day Advanced Health & Safety Leadership',London,"$11,900",06 - 17 Jul 2026,https://glomacs.com/training-course/mini-mba-for-hse-professionals
Root Cause Analysis (RCA) using Tripod Beta Method,Identify and Remove Underlying Causes of Incidents,Dubai,"$5,950",13 - 17 Jul 2026,https://glomacs.com/training-course/root-cause-analysis-using-tripod-beta-method-incident-investigation-and-analysis
Advanced Accident Investigation & Reporting,“If You Think Safety Is Expensive – Try an Accident”,Dubai,"$5,950",13 - 17 Jul 2026,https://glomacs.com/training-course/advanced-accident-investigation-reporting
Safety Audit & Site Inspection,Improvement through Measurement,Dubai,"$5,950",13 - 17 Jul 2026,https://glomacs.com/training-course/safety-audit-and-site-inspection
Safety Technology & Risk Management,"Adopting a Systematic Approach to Risk Identification, Assessment and Management",Khamis,"$5,950",13 - 17 Jul 2026,https://glomacs.com/training-course/safety-technology-and-risk-management
Advanced Health & Safety Management,Managing Risks to Protect People,London,"$5,950",13 - 17 Jul 2026,https://glomacs.com/training-course/advanced-health-safety-management
Advanced Health and Safety for Healthcare Professionals,,London,"$5,950",13 - 17 Jul 2026,https://glomacs.com/training-course/advanced-health-and-safety-for-healthcare-professionals
Intelligent Felt Leadership,Leadership through Visibility — Driving Safety Culture and Team Engagement,Dubai,"$5,950",20 - 24 Jul 2026,https://glomacs.com/training-course/intelligent-felt-leadership
Operational Safety Management for Oil & Gas Professionals,Continuing Safe Operations,London,"$5,950",20 - 24 Jul 2026,https://glomacs.com/training-course/operational-safety-management-for-oil-gas-professionals
The Complete Net Zero Emission,Innovative Approach to Achieve Complete Net Zero Comfortably,London,"$5,950",20 - 24 Jul 2026,https://glomacs.com/training-course/the-complete-net-zero-emission
Prevent Disastrous Decisions,Eliminating Wrong Choices,Dubai,"$5,950",20 - 24 Jul 2026,https://glomacs.com/training-course/prevent-disastrous-decisions
The Complete Net Zero Emission,Innovative Approach to Achieve Complete Net Zero Comfortably,Online,"$3,950",20 - 24 Jul 2026,https://glomacs.com/training-course/the-complete-net-zero-emission
OSHA: Occupational Safety & Health Administration Standards,The Right Way for Safety,Dubai,"$5,950",20 - 24 Jul 2026,https://glomacs.com/training-course/osha-training-occupational-safety-health-administration-standards
"Oil Spills and Pollution: Prevention, Response and Recovery",,Dubai,"$5,950",20 - 24 Jul 2026,https://glomacs.com/training-course/oil-spills-and-pollution
Sustainable Urban Development,Effective Development of Urban Centers in Era of Globalization,Dubai,"$5,950",27 - 31 Jul 2026,https://glomacs.com/training-course/sustainable-urban-development
Developing and Sustaining an Effective Safety Culture,Delivering our Safety Visions and Beliefs,Istanbul,"$5,950",27 - 31 Jul 2026,https://glomacs.com/training-course/developing-and-sustaining-an-effective-safety-culture
Major Emergency Response Management,"Planning, Leadership & Communication",Dubai,"$5,950",27 - 31 Jul 2026,https://glomacs.com/training-course/major-emergency-response-management
Zero Carbon Fuels: Ammonia and Hydrogen,The Solution to Global Warming,Dubai,"$5,950",27 - 31 Jul 2026,https://glomacs.com/training-course/zero-carbon-fuels-ammonia-and-hydrogen
ISO 39001: Road Traffic Safety Management System,On the Road to ISO 39001,Dubai,"$5,950",27 - 31 Jul 2026,https://glomacs.com/training-course/iso-39001-road-traffic-safety-management-system
Aerial Surveillance,,Dubai,"$5,950",27 - 31 Jul 2026,https://glomacs.com/training-course/aerial-surveillance
Energy and Climate Change,Decarbonizing Energy Economies with Renewable Energy,Abu Dhabi,"$5,950",27 - 31 Jul 2026,https://glomacs.com/training-course/energy-climate-change
Zero Carbon Fuels: Ammonia and Hydrogen,The Solution to Global Warming,Online,"$3,950",27 - 31 Jul 2026,https://glomacs.com/training-course/zero-carbon-fuels-ammonia-and-hydrogen
IMO Model Training Course on ORPC,Level 0 - First Responders,Dubai,"$2,450",03 Aug 2026,https://glomacs.com/training-course/imo-model-training-course-on-orpc
ISGOTT & SIGTTO Requirements related to Tanker and Oil & Gas Terminal Operations and Safety,,Dubai,"$5,950",03 - 07 Aug 2026,https://glomacs.com/training-course/isgott-sigtto-requirements-related-to-tanker-and-oil-gas-terminal-operations-and-safety
Green Worker,"Mastering Green Work Strategies, Practices, and Competencies",London,"$5,950",03 - 07 Aug 2026,https://glomacs.com/training-course/green-worker
Alarm Management,The High Performance of Human Machine Interface,Dubai,"$5,950",03 - 07 Aug 2026,https://glomacs.com/training-course/alarm-management
Intelligent Felt Leadership,Leadership through Visibility — Driving Safety Culture and Team Engagement,London,"$5,950",03 - 07 Aug 2026,https://glomacs.com/training-course/intelligent-felt-leadership
Advanced Process HAZOP,Identifying Potential Hazards in Process Systems and Managing Operability Issues,London,"$5,950",03 - 07 Aug 2026,https://glomacs.com/training-course/advanced-process-hazop
Storage & Handling of Toxic Chemicals and Hazardous Materials,Effective Management and Monitoring of Safe Operating Procedures,Online,"$3,950",10 - 14 Aug 2026,https://glomacs.com/training-course/storage-handling-of-toxic-chemicals-and-hazardous-materials
"Carbon Capture, Utilization and Storage (CCUS)",Reducing Carbon Footprints through Advanced Technologies,Dubai,"$5,950",10 - 14 Aug 2026,https://glomacs.com/training-course/carbon-capture-utilization-and-storage-ccus
Storage & Handling of Toxic Chemicals and Hazardous Materials,Effective Management and Monitoring of Safe Operating Procedures,Dubai,"$5,950",10 - 14 Aug 2026,https://glomacs.com/training-course/storage-handling-of-toxic-chemicals-and-hazardous-materials
Climate Change: Economics & Governance,How Achieving the Economic Growth while Solving the Climate Change issues through Correct Governance,Dubai,"$5,950",10 - 14 Aug 2026,https://glomacs.com/training-course/climate-change-economics-governance
Safety Case Development & Application,"Excellence in Safety Case Design, Planning & Execution",London,"$5,950",10 - 14 Aug 2026,https://glomacs.com/training-course/safety-case-development-application
The Oxford Adaptive Leadership for Healthcare Management,"Improving Delegation, Managing Resources and Expectations, and Increasing Efficiency",London,"$5,950",10 - 14 Aug 2026,https://glomacs.com/training-course/the-oxford-adaptive-leadership-for-healthcare-management
"Advanced Principles in Ports & Marine Terminals Management, Operations & Safety",,Dubai,"$11,900",10 - 21 Aug 2026,https://glomacs.com/training-course/advanced-principles-in-ports-marine-terminals-management-operations-safety
Management Systems Auditor Training,"Quality, Environmental and Health & Safety Auditing",Dubai,"$5,950",17 - 21 Aug 2026,https://glomacs.com/training-course/management-systems-auditor-trainingbr-quality-environmental-and-health-and-safety-auditing
Low Carbon Development,"Empowering Sustainability: A Comprehensive Journey through Low Carbon Development Strategies, Renewable Energy, and Energy Efficiency",Dubai,"$5,950",17 - 21 Aug 2026,https://glomacs.com/training-course/low-carbon-development
Environmental and Social Impact Assessment,Better Assessment for Successful Business,London,"$5,950",17 - 21 Aug 2026,https://glomacs.com/training-course/environmental-social-impact-assessment
Management Systems Auditor Training,"Quality, Environmental and Health & Safety Auditing",Online,"$3,950",17 - 21 Aug 2026,https://glomacs.com/training-course/management-systems-auditor-trainingbr-quality-environmental-and-health-and-safety-auditing
LEED Green Associate Exam Preparation Training,Become a Leader in Green Building Design and Construction,Dubai,"$5,950",17 - 21 Aug 2026,https://glomacs.com/training-course/leed-green-associate-exam-preparation-training
IMO Model Training Course on OPRC: Level 1 - First Responders,,Dubai,"$5,950",17 - 21 Aug 2026,https://glomacs.com/training-course/imo-model-training-course-on-oprc-level-1-first-responders
Effective Management of Service Station,,Dubai,"$5,950",17 - 21 Aug 2026,https://glomacs.com/training-course/effective-management-of-service-station
Ground Safety,,Dhahran,"$5,950",24 - 28 Aug 2026,https://glomacs.com/training-course/ground-safety
Advanced Management of Environmental Service,Innovative Approaches to Environmental Service Leadership,Dubai,"$5,950",24 - 28 Aug 2026,https://glomacs.com/training-course/advance-management-of-environmental-service
Environmental Monitoring and Modelling,"Gaining Fundamental Understanding and Skills in Environmental Measurement, Modelling and Monitoring",Dubai,"$5,950",24 - 28 Aug 2026,https://glomacs.com/training-course/environmental-monitoring-and-modeling
IMO Model Training Course on OPRC: Level 3 - Senior Managers and Administrators,,Abu Dhabi,"$5,950",24 - 28 Aug 2026,https://glomacs.com/training-course/imo-model-training-course-on-oprc-level-3-senior-managers-and-administrators
Contractor Safety Management,Control Your Contractors,Dubai,"$5,950",24 - 28 Aug 2026,https://glomacs.com/training-course/contractor-safety-management
The Art of Advanced Communication for Healthcare Professionals,"Communication, Persuasion, and Influence with a Focus on Emotional Intelligence",Dubai,"$5,950",31 Aug - 04 Sep 2026,https://glomacs.com/training-course/the-art-of-advanced-communication-for-healthcare-professionals
Concrete Quality Control on Hot Climate,Project Management for the Best Quality Control of Concrete,Dubai,"$5,950",31 Aug - 04 Sep 2026,https://glomacs.com/training-course/concrete-quality-control-on-hot-climate
"Risk Assessments, Method Statements and Quality Plans",Mitigating the Consequences of Related Risk Events through Documented Control Options,London,"$5,950",31 Aug - 04 Sep 2026,https://glomacs.com/training-course/risk-assessments-method-statements-and-quality-plans
Managing Project Risks in the Oil & Gas Industry,Minimising Uncertainties in Highly Complex Environments,Dubai,"$5,950",31 Aug - 04 Sep 2026,https://glomacs.com/training-course/managing-project-risks-in-the-oil-and-gas-industry
Behavioural Based Safety,Safe Person – Safe Workplace,Riyadh,"$5,950",31 Aug - 04 Sep 2026,https://glomacs.com/training-course/behavioural-based-safety
Certified Fire Protection Specialist,Introduction to Fire Protection Principles and Practices,Dubai,"$5,950",31 Aug - 04 Sep 2026,https://glomacs.com/training-course/certified-fire-protection-specialist
Major Emergency Response Management,"Planning, Leadership & Communication",London,"$5,950",31 Aug - 04 Sep 2026,https://glomacs.com/training-course/major-emergency-response-management
The Complete Net Zero Emission,Innovative Approach to Achieve Complete Net Zero Comfortably,Dubai,"$5,950",31 Aug - 04 Sep 2026,https://glomacs.com/training-course/the-complete-net-zero-emission
Safety Technology & Risk Management,"Adopting a Systematic Approach to Risk Identification, Assessment and Management",Dubai,"$5,950",31 Aug - 04 Sep 2026,https://glomacs.com/training-course/safety-technology-and-risk-management
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,,Dubai,"$5,950",07 - 11 Sep 2026,https://glomacs.com/training-course/imo-model-training-course-on-oprc-level-2-supervisors-and-on-scene-commanders
The Art of Advanced Communication for Healthcare Professionals,"Communication, Persuasion, and Influence with a Focus on Emotional Intelligence",Vienna,"$5,950",07 - 11 Sep 2026,https://glomacs.com/training-course/the-art-of-advanced-communication-for-healthcare-professionals
Safety in Process Equipment Design & Operation,Risk Minimization Approach,Dubai,"$5,950",07 - 11 Sep 2026,https://glomacs.com/training-course/safety-in-process-equipment-design-operation
Fundamentals of Decarbonisation,"Energy Efficiency, Carbon Footprint Reduction, and Climate Change Response",Dubai,"$5,950",07 - 11 Sep 2026,https://glomacs.com/training-course/fundamentals-of-decarbonisation
Safety in Process Equipment Design & Operation,Risk Minimization Approach,Online,"$3,950",07 - 11 Sep 2026,https://glomacs.com/training-course/safety-in-process-equipment-design-operation
The Oxford Adaptive Leadership for Healthcare Management,"Improving Delegation, Managing Resources and Expectations, and Increasing Efficiency",Dubai,"$5,950",14 - 18 Sep 2026,https://glomacs.com/training-course/the-oxford-adaptive-leadership-for-healthcare-management
Advanced Operation & Safety Practices in Terminals Handling Ships Carrying Liquefied Gases in Bulk,,Dubai,"$5,950",14 - 18 Sep 2026,https://glomacs.com/training-course/advanced-operation-safety-practices-in-terminals-handling-ships-carrying-liquefied-gases-in-bulk
Carbon Management,Carbon & GHG Footprinting and Net Zero Emission,Dubai,"$5,950",14 - 18 Sep 2026,https://glomacs.com/training-course/carbon-management-ghg-footprinting-net-zero-emission
Zero Carbon Fuels: Ammonia and Hydrogen,The Solution to Global Warming,London,"$5,950",14 - 18 Sep 2026,https://glomacs.com/training-course/zero-carbon-fuels-ammonia-and-hydrogen
"Oil Spills and Pollution: Prevention, Response and Recovery",,London,"$5,950",14 - 18 Sep 2026,https://glomacs.com/training-course/oil-spills-and-pollution
Process Safety Management,Improving Safety Performance,London,"$5,950",14 - 18 Sep 2026,https://glomacs.com/training-course/process-safety-management
ICS 300 Incident Command System,Understanding the Dynamics that Gives the Crisis Leader the Ability to Manage Potential Risks during Emergency Situations,Dubai,"$5,950",14 - 18 Sep 2026,https://glomacs.com/training-course/ics-300-incident-command-system
Carbon Management,Carbon & GHG Footprinting and Net Zero Emission,Online,"$3,950",14 - 18 Sep 2026,https://glomacs.com/training-course/carbon-management-ghg-footprinting-net-zero-emission
Root Cause Analysis (RCA) using Tripod Beta Method,Identify and Remove Underlying Causes of Incidents,Istanbul,"$5,950",14 - 18 Sep 2026,https://glomacs.com/training-course/root-cause-analysis-using-tripod-beta-method-incident-investigation-and-analysis
